,Frame,time_sec,angle_1_deg,angle_2_deg,angle_3_deg,angle_4_deg,angle_5_deg,angle_6_deg,angular_velocity_1_deg_per_s,angular_velocity_2_deg_per_s,angular_velocity_3_deg_per_s,angular_velocity_4_deg_per_s,angular_velocity_5_deg_per_s,angular_velocity_6_deg_per_s,vertex_speed_angle_1_p13_coord_per_s,vertex_speed_angle_2_p14_coord_per_s,vertex_speed_angle_3_p13_coord_per_s,vertex_speed_angle_4_p14_coord_per_s,vertex_speed_angle_5_p23_coord_per_s,vertex_speed_angle_6_p24_coord_per_s,rom_1s_angle_1_deg,rom_1s_angle_2_deg,rom_1s_angle_3_deg,rom_1s_angle_4_deg,rom_1s_angle_5_deg,rom_1s_angle_6_deg,symmetry_absdiff_angle_1_vs_2_deg,symmetry_absdiff_angle_3_vs_4_deg,symmetry_absdiff_angle_5_vs_6_deg,LDF_bloodflow
6864,6864,228.8,158.554644,136.117576,49.724771,94.97172,93.399017,85.713568,93.116812,225.758632,-43.964791,-559.800059,-373.970432,-152.425884,2.731648,5.640319,2.731648,5.640319,0.48,0.450999,44.640042,35.802204,36.914184,51.836818,55.439585,23.736056,22.437068,45.246949,7.685449,37.9
6867,6867,228.9,154.728355,136.382073,54.929324,104.935359,99.519996,90.140577,-210.613094,-196.12825,-41.189608,-210.266293,9.720742,57.119805,0.61041,0.592453,0.61041,0.592453,0.03,0.042426,38.781206,33.529346,35.993414,32.553614,55.439585,20.612401,18.346283,50.006035,9.379418,36.8
6870,6870,229.0,156.511718,128.932903,54.564819,122.236367,101.013461,96.344371,31.116281,-180.884526,3.547437,504.360065,186.747319,194.921045,1.5,4.294718,1.5,4.294718,0.152971,0.161555,35.87051,33.529346,28.224062,37.819969,26.494685,24.27235,27.578816,67.671548,4.66909,27.7
6873,6873,229.1,150.269105,134.460791,52.832862,123.860501,103.65345,96.737841,-167.041577,142.058628,-6.584655,222.32762,75.272751,2.41665,0.429535,2.070217,0.429535,2.070217,0.21,0.241868,30.926359,33.529346,23.657886,28.888781,26.494685,20.041893,15.808314,71.027639,6.915609,34.1
6876,6876,229.2,153.658665,142.875316,55.967336,122.616924,118.186483,101.333539,-32.889468,243.579602,66.476897,271.537274,98.020355,60.171471,2.400187,2.465299,2.400187,2.465299,0.042426,0.042426,28.797168,33.529346,16.928416,29.881981,27.778304,24.637591,10.783348,66.649588,16.852944,44.8
6879,6879,229.3,154.183566,131.302255,49.44074,125.718166,125.565978,102.455471,-79.522165,-2.402235,-13.635141,38.297341,134.78913,44.487739,0.23622,1.564609,0.23622,1.564609,0.182483,0.189737,21.751773,31.811594,10.881014,30.746446,35.157799,24.661267,22.881311,76.277426,23.110508,50.7
6882,6882,229.4,154.650725,133.607082,51.292491,119.81391,124.034794,94.722695,-7.828043,209.952806,36.110658,-196.619682,-61.546016,-146.506974,0.152971,2.550353,0.152971,2.550353,0.0,0.0,21.751773,17.451683,10.881014,31.396179,36.482035,25.376539,21.043643,68.521419,29.312099,34.7
6885,6885,229.5,157.419342,134.973234,52.287424,120.933905,119.362858,90.002361,94.706332,-68.809382,-25.163769,18.932098,179.674642,42.436008,0.164317,0.0,0.164317,0.0,0.094868,0.09,21.751773,17.451683,8.086462,31.396179,36.482035,19.798986,22.446108,68.646481,29.360498,23.5
6888,6888,229.6,158.001052,135.88581,53.913288,120.785059,130.107211,92.519783,25.481277,69.185278,-2.120306,-21.863098,16.961226,21.69533,0.084853,0.108167,0.084853,0.108167,0.03,0.0,21.751773,16.311026,8.086462,31.396179,39.699032,19.024827,22.115241,66.871771,37.587428,23.5
6891,6891,229.7,157.659056,130.178559,54.430956,119.307035,135.767994,98.717802,-11.769555,-310.308205,-36.17591,34.178124,221.953326,195.991939,0.391152,1.353329,0.391152,1.353329,0.0,0.0,11.479687,16.311026,6.900857,31.396179,42.368977,17.52059,27.480497,64.876079,37.050192,27.2
6894,6894,229.8,162.061792,139.889658,52.988327,122.884727,136.11813,104.040098,-0.434386,99.304117,-9.438041,-46.583291,-4.414198,11.800043,0.084853,0.123693,0.084853,0.123693,0.03,0.042426,11.807167,16.74121,6.900857,31.396179,45.69417,18.326531,22.172134,69.8964,32.078032,25.8
6897,6897,229.9,165.709023,144.633968,54.869322,122.421593,134.04582,97.385671,113.900821,59.379763,36.851344,104.068441,9.662078,-31.463805,0.662722,0.42107,0.662722,0.42107,0.152971,0.152971,15.439919,18.025313,6.900857,23.024185,44.304637,16.380449,21.075055,67.552272,36.660148,47.3
6900,6900,230.0,166.419324,137.065729,55.929455,124.412703,133.489791,106.164885,9.525614,-54.390997,-12.314315,5.288801,126.07514,5.660299,0.531601,0.283019,0.531601,0.283019,0.042426,0.042426,16.150219,18.025313,7.07683,13.60954,38.452315,17.577058,29.353595,68.483248,27.324906,52.0
6903,6903,230.1,166.601283,144.268004,54.237273,127.75249,145.130271,113.025394,-1.018345,373.503886,-5.222576,93.690351,147.050487,108.133568,0.331361,0.510882,0.331361,0.510882,0.073485,0.06,16.366123,18.025313,7.07683,14.994131,41.476821,24.437567,22.33328,73.515217,32.104877,54.3
6906,6906,230.2,163.979532,136.891888,54.029659,122.541302,153.123199,113.782904,-95.425881,96.489679,-2.670118,-82.450501,118.873661,-79.512493,1.560577,0.840536,1.560577,0.840536,0.18,0.18,13.50173,18.025313,7.07683,14.994131,39.749495,27.845494,27.087643,68.511643,39.340294,59.2
6909,6909,230.3,168.750347,138.465247,55.312929,129.729325,142.25896,112.904811,-19.828218,-122.215939,25.307698,-2.26818,-118.276365,-18.438516,1.143547,0.03,1.143547,0.03,0.099499,0.108167,15.323839,23.395625,7.07683,17.046572,39.749495,27.845494,30.2851,74.416395,29.35415,44.1
6912,6912,230.4,166.614232,125.415308,54.676772,125.946413,157.2908,118.500725,-11.920135,39.729869,-12.097169,-90.062593,-40.692094,32.3633,0.514393,0.220454,0.514393,0.220454,0.067082,0.067082,15.148823,25.913301,5.22508,17.046572,46.231067,34.482759,41.198924,71.269642,38.790075,34.6
6915,6915,230.5,167.626434,120.876637,53.410959,119.609362,158.445007,121.271136,93.570825,158.121027,4.000304,24.744464,-55.50565,63.287938,0.09,0.067082,0.09,0.067082,0.042426,0.067082,13.518041,34.398343,4.230146,17.046572,40.932338,33.455355,46.749797,66.198403,37.173871,51.4
6918,6918,230.6,159.375789,126.293147,52.673564,108.920483,165.207664,127.900303,-147.87518,117.821951,6.418233,-344.626694,44.277291,13.709878,0.666108,1.012472,0.666108,1.012472,0.067082,0.084853,12.820143,34.398343,4.057947,20.884448,36.838115,35.962868,33.082641,56.246919,37.307362,67.5
6921,6921,230.7,155.496573,132.174739,53.573996,103.078156,167.328308,132.563482,-182.444688,147.343581,18.711888,-214.068828,75.249801,-36.149767,0.904986,0.78,0.904986,0.78,0.06,0.094868,13.914714,34.398343,4.057947,26.726775,38.041022,37.556103,23.321834,49.504159,34.764826,76.4
6924,6924,230.8,160.904461,125.188086,53.648564,114.640271,169.349071,133.960709,49.643853,-144.841364,-2.339781,60.519451,10.295172,-39.825419,0.27,0.454973,0.27,0.454973,0.123693,0.123693,13.914714,34.398343,4.057947,26.726775,40.061785,38.909531,35.716375,60.991707,35.388363,51.3
6927,6927,230.9,164.345719,119.99634,54.989031,116.466946,164.396002,132.574327,-61.49822,178.645382,42.374153,-180.864039,-16.193649,-14.388728,0.994535,0.99,0.994535,0.99,0.0,0.0,13.914714,35.962786,4.057947,26.726775,40.061785,38.909531,44.349379,61.477915,31.821674,68.5
6930,6930,231.0,157.176233,122.58993,56.65507,118.66292,171.185257,136.231985,-99.182247,8.679553,13.30206,-32.993955,150.318845,104.246727,0.123693,0.094868,0.123693,0.094868,0.03,0.03,13.914714,35.962786,4.195447,26.726775,37.695466,30.0671,34.586303,62.00785,34.953272,61.4
6933,6933,231.1,157.173757,124.388508,56.474815,117.086076,168.660676,138.930194,-75.011757,-48.307487,8.188859,-31.975865,33.446927,18.426646,0.23622,0.212132,0.23622,0.212132,0.03,0.051962,13.914714,35.962786,4.254354,26.726775,28.926297,26.666264,32.785249,60.61126,29.730482,57.3
6936,6936,231.2,158.953465,115.946817,55.898629,115.377205,165.028954,135.584959,-58.889038,-25.533264,19.372014,14.320947,27.920734,80.447707,0.27,0.307409,0.27,0.307409,0.042426,0.042426,13.914714,35.962786,4.254354,26.726775,28.926297,26.433066,43.006648,59.478576,29.443995,62.2
6939,6939,231.3,157.950908,122.198191,55.726146,112.831559,167.397697,136.963248,-4.992731,101.092488,9.308406,-34.881378,-19.578932,16.961477,0.051962,0.094868,0.051962,0.094868,0.0,0.0,13.253774,24.423754,4.254354,26.651169,28.926297,26.433066,35.752718,57.105413,30.434449,94.8
6942,6942,231.4,156.245735,124.707841,55.092711,109.690996,165.361117,134.867126,-6.041326,57.274086,-9.114251,-102.974221,-57.612221,-70.374575,0.177482,0.510882,0.177482,0.510882,0.067082,0.067082,12.129861,19.384383,4.254354,22.868258,13.894457,22.833179,31.537893,54.598285,30.49399,124.2
6945,6945,231.5,154.796105,126.949227,53.953399,106.737987,160.907292,133.705432,-37.444099,40.4479,-8.740094,-92.299567,29.190389,10.762327,0.127279,0.42107,0.127279,0.42107,0.03,0.03,13.789756,19.384383,4.254354,19.417592,12.740249,18.06674,27.846878,52.784588,27.20186,119.9
6948,6948,231.6,158.617347,139.489687,55.405429,109.652642,157.430925,132.690937,43.094632,353.887316,58.53575,98.926684,-31.050031,-11.14709,0.964676,0.042426,0.964676,0.042426,0.06,0.06,12.745957,25.448193,4.040413,19.417592,13.754332,11.437573,19.12766,54.247213,24.739988,128.1
6951,6951,231.7,150.049434,141.783244,54.462914,95.630458,163.018934,137.959756,-90.954035,69.683693,-14.357496,-115.511767,-45.901708,34.883337,0.073485,0.63,0.073485,0.63,0.11225,0.099499,16.346225,27.741751,3.25974,26.86529,13.754332,6.774394,8.26619,41.167544,25.059179,147.9
6954,6954,231.8,154.592709,150.559754,51.439311,94.16801,150.76785,141.162025,-27.870219,147.607107,17.148462,69.803447,-6.917245,-31.1322,0.201246,0.123693,0.201246,0.123693,0.134164,0.134164,16.346225,36.518261,5.846281,30.654519,20.417407,9.625437,4.032955,42.728699,9.605826,148.8
6957,6957,231.9,153.139718,141.20289,49.496579,93.744209,144.805361,143.892495,-172.198342,89.304579,81.822783,-23.598325,95.844976,-352.236992,1.862418,0.234307,1.862418,0.234307,0.182483,0.212132,14.296285,34.612937,9.944824,28.57558,29.574728,23.0594,11.936828,44.247631,0.912866,145.0
6960,6960,232.0,156.700678,141.841228,46.960951,89.603887,124.481508,147.03937,14.683746,6.590593,-29.988119,-149.570286,-537.713846,28.575035,2.347105,2.19,2.347105,2.19,0.0,0.067082,11.371734,34.612937,9.944824,29.968728,46.703749,22.988486,14.859451,42.642936,22.557862,187.0
6963,6963,232.1,159.628604,149.300792,43.877951,76.507896,125.912982,160.904592,3.954385,425.447092,-25.946347,-355.56733,189.55969,131.037893,0.28931,0.715612,0.28931,0.715612,0.067082,0.067082,11.371734,34.612937,12.596864,40.57818,57.667733,28.25935,10.327812,32.629944,34.99161,197.6
6966,6966,232.2,164.275634,154.548346,40.922684,65.819317,127.895809,165.486511,11.719829,-102.832798,3.735427,18.660621,-63.247313,5.354322,0.123693,0.192094,0.123693,0.192094,0.042426,0.03,14.226199,42.029289,15.610242,50.179909,55.416316,33.160904,9.727288,24.896634,37.590702,186.8
6969,6969,232.3,158.770005,156.560612,40.659119,57.148462,114.146104,168.150251,-154.185996,-18.240702,-25.148659,-21.172417,-769.364177,170.752604,1.022204,0.45,1.022204,0.45,0.073485,0.073485,15.80515,35.777915,15.437759,55.975008,54.763685,35.50501,2.209393,16.489343,54.004147,203.9
6972,6972,232.4,151.681376,162.693036,43.177867,51.516538,113.300218,168.468434,-46.86348,26.297699,33.174741,-8.744793,-90.194599,71.897943,0.576281,0.130767,0.576281,0.130767,0.042426,0.051962,15.80515,38.608914,15.117041,58.298101,58.859362,35.823193,11.011659,8.338671,55.168216,191.2
6975,6975,232.5,155.657342,155.042546,43.773184,51.077562,150.97606,167.996915,-4.332158,-194.737016,10.168548,50.969405,155.695454,-32.061112,0.073485,0.913893,0.073485,0.913893,0.123693,0.09,15.80515,35.743809,15.117041,60.27406,57.92008,36.420378,0.614796,7.304378,17.020855,193.9
6978,6978,232.6,158.371564,147.448887,43.959158,62.331489,144.242622,169.375614,-0.293128,-14.759207,-11.106736,67.241914,-517.389575,121.12771,0.440908,0.835703,0.440908,0.835703,0.0,0.0,15.80515,31.816914,15.117041,60.27406,57.92008,36.684678,10.922677,18.372331,25.132992,189.2
6981,6981,232.7,152.382887,123.415883,49.003587,120.958918,159.301775,153.545645,137.373357,-175.690848,-19.329157,1150.128758,-44.021527,17.521429,0.6,3.003748,0.6,3.003748,0.0,0.03,18.050809,39.277153,14.174526,71.580336,56.390023,35.923851,28.967004,71.955331,5.756131,193.4
6984,6984,232.8,144.323892,132.024848,50.874178,58.78345,121.424229,159.715706,-91.850331,140.192812,6.37791,-1996.522228,185.378439,-121.877985,0.51264,6.060668,0.51264,6.060668,0.12,0.12,21.530692,46.689747,11.568487,75.955609,54.86003,28.21359,12.299044,7.909272,38.291476,213.4
6987,6987,232.9,154.765636,163.430423,42.081528,57.350503,128.396563,165.819758,243.907247,947.117827,-207.901116,-1052.647404,404.272488,164.784074,1.299731,4.443445,1.299731,4.443445,0.12,0.152971,21.530692,47.427135,11.568487,75.955609,54.86003,26.751783,8.664787,15.268975,37.423195,210.5
6990,6990,233.0,150.167864,86.016148,45.520983,75.631025,101.485555,170.433038,-349.770665,-2018.589066,218.906086,958.364153,-894.857005,-12.828603,0.510882,2.585575,0.510882,2.585575,0.152971,0.15,22.44989,79.19477,13.639274,84.982742,60.003387,24.194016,64.151716,30.110042,68.947483,207.1
6993,6993,233.1,155.140333,146.815182,43.235537,57.203709,130.110217,166.076806,158.003638,-196.213466,-104.929368,64.687672,521.797562,-106.017626,4.512184,1.494891,4.512184,1.494891,0.042426,0.0,22.44989,79.19477,13.639274,84.982742,60.003387,18.271788,8.325151,13.968171,35.966589,214.7
6996,6996,233.2,150.706879,149.225622,44.95638,52.606479,134.124591,158.588268,32.00292,-26.697935,26.489828,-51.641801,537.981487,-168.586068,1.841032,1.902104,1.841032,1.902104,0.15,0.12,22.44989,79.19477,13.639274,84.982742,60.003387,18.271788,1.481257,7.6501,24.463676,246.9
6999,6999,233.3,150.62601,129.816947,43.627859,48.672929,100.388356,167.289682,48.648224,-138.723496,-10.104851,-13.503514,6.116902,100.591716,0.480937,0.571577,0.480937,0.571577,0.03,0.03,22.44989,79.19477,13.639274,84.982742,61.304482,18.271788,20.809063,5.04507,66.901326,260.2
7002,7002,233.4,148.900529,104.427722,45.973352,47.175074,79.801282,150.032284,-33.685676,-673.308258,12.347203,22.846699,-1211.088873,51.168364,0.051962,0.788036,0.051962,0.788036,0.099499,0.09,22.44989,79.19477,13.639274,84.982742,81.68766,22.906713,44.472806,1.201721,70.231002,239.7
7005,7005,233.5,143.546632,72.218045,49.023182,74.104698,83.024923,165.71205,-156.241113,-1668.701118,152.011956,1009.836342,-151.853817,210.043034,0.810555,2.600154,0.810555,2.600154,0.042426,0.051962,23.227149,92.992873,13.639274,84.982742,81.68766,22.906713,71.328587,25.081516,82.687127,250.6
7008,7008,233.6,146.338287,106.33955,49.745129,56.601008,96.628419,162.41677,109.419867,-1205.114574,-58.38636,-150.954957,-315.096485,-60.520556,4.966155,4.742373,4.966155,4.742373,0.051962,0.03,24.082823,92.992873,14.720411,84.982742,80.967878,22.906713,39.998737,6.855879,65.788352,255.7
7011,7011,233.7,148.007093,155.064274,49.076304,42.049271,105.078849,162.085142,-36.188338,-83.954038,15.264574,20.251476,200.4063,22.655966,0.392301,0.781153,0.392301,0.781153,0.06,0.06,24.082823,92.992873,14.720411,84.982742,79.500493,22.906713,7.057181,7.027032,57.006293,249.7
7014,7014,233.8,151.19574,169.083409,46.466455,35.471174,77.610881,149.281098,106.349436,1485.312787,-21.759061,25.344178,-590.692433,-596.373565,1.075825,3.614471,1.075825,3.614471,0.03,0.103923,24.082823,96.865364,14.720411,71.369571,56.534259,24.980754,17.887669,10.995281,71.670217,284.3
7017,7017,233.9,139.876723,103.727596,52.707249,60.283057,92.045113,169.072931,19.459247,-579.809581,-126.654136,121.986192,123.325926,61.270333,1.26321,1.836137,1.26321,1.836137,0.33,0.33,27.5457,96.865364,18.711453,71.369571,56.534259,24.980754,36.149127,7.575808,77.027818,276.9
7020,7020,234.0,137.010924,118.664732,52.193981,56.796527,121.488592,164.836051,-108.381446,-603.527549,107.188578,649.368933,-84.237663,-22.395076,2.187121,5.676742,2.187121,5.676742,0.073485,0.084853,18.129409,96.865364,14.582593,71.369571,56.51371,24.980754,18.346192,4.602546,43.347459,257.4
7023,7023,234.1,146.931112,160.754037,47.969295,28.602514,101.588079,164.342138,-17.782403,-155.835645,67.147877,112.016649,-678.920212,-301.094849,0.385357,2.919418,0.385357,2.919418,0.094868,0.094868,21.369988,96.865364,14.582593,53.135263,68.567154,26.051961,13.822925,19.366781,62.75406,231.6
7026,7026,234.2,140.940199,165.079156,51.798208,32.905614,128.930713,141.360358,-10.3968,57.282633,37.334871,116.310018,117.632669,-525.93764,0.693253,2.828445,0.693253,2.828445,0.06,0.073485,17.425395,96.865364,14.582593,49.46672,68.567154,33.018276,24.138957,18.892595,12.429644,224.9
7029,7029,234.3,133.208617,163.061765,52.299333,30.42277,113.565388,172.264482,35.729214,98.392001,-67.279534,-4.329864,-684.71252,329.674383,0.343366,0.54,0.343366,0.54,0.152971,0.152971,19.178097,96.865364,14.582593,49.46672,68.567154,33.018276,29.853148,21.876563,58.699094,219.7
7032,7032,234.4,135.183414,167.865056,52.028875,28.140617,125.061415,170.424417,22.633896,-1.840335,-41.897715,-11.861821,-284.676401,-164.113724,1.5,0.073485,1.5,0.073485,0.15,0.218403,19.89307,96.865364,14.582593,49.46672,68.567154,34.534517,32.681642,23.888258,45.363002,218.8
7035,7035,234.5,130.151391,171.619797,55.830138,30.337047,139.123011,168.543667,49.351709,115.298805,2.559048,27.26441,387.552366,-71.905114,0.366197,0.259808,0.366197,0.259808,0.042426,0.067082,22.689406,99.401751,14.582593,49.46672,68.567154,34.534517,41.468405,25.49309,29.420656,243.1
7038,7038,234.6,133.608244,169.878626,54.154566,31.40107,119.643704,170.140841,168.92907,-102.223959,-49.910627,-30.659216,-137.984434,-5.71351,1.569204,0.754785,1.569204,0.754785,0.0,0.03,23.218465,69.558496,14.582593,35.645079,68.567154,34.534517,36.270382,22.753496,50.497137,246.8
7041,7041,234.7,126.586958,165.232446,56.234758,32.094306,127.759058,175.832733,134.895922,31.192654,13.111458,28.217164,63.13034,406.824085,0.6634,0.475289,0.6634,0.475289,0.21,0.212132,29.105312,69.558496,14.582593,35.645079,68.567154,34.534517,38.645488,24.140452,48.073676,244.3
7044,7044,234.8,115.227985,165.255397,57.666242,32.26583,134.928101,174.764335,144.184133,18.58434,14.345298,-8.911615,324.996126,-66.717495,0.780577,0.130767,0.780577,0.130767,0.161555,0.192094,40.773893,69.558496,11.935209,35.414431,74.580275,35.627894,50.027412,25.400412,39.836234,234.5
7047,7047,234.9,128.574343,169.969759,57.076756,32.612713,120.309073,175.142008,220.618179,173.812956,-33.885655,7.987673,-904.205957,-9.391175,1.385208,0.35623,1.385208,0.35623,0.09,0.0,37.102012,69.558496,13.133133,35.414431,60.146042,35.627894,41.395416,24.464044,54.832935,224.5
7050,7050,235.0,122.092408,168.332997,58.009506,35.213232,131.957905,162.455196,-244.470868,-33.957659,32.7036,12.750721,401.272241,93.006411,1.890238,0.481871,1.890238,0.481871,0.108167,0.172337,37.102012,54.621359,13.133133,31.927901,50.603077,35.627894,46.240589,22.796274,30.497291,218.2
7053,7053,235.1,122.773355,166.680365,59.440577,31.776199,142.60873,164.740273,-70.9532,42.886619,19.080795,6.481896,-182.819028,272.261684,0.33541,0.094868,0.33541,0.094868,0.0,0.03,36.509265,17.919791,11.471282,9.543782,50.603077,35.627894,43.90701,27.664378,22.131543,209.2
7056,7056,235.2,116.319255,174.351283,62.565557,33.190004,119.444245,158.405695,-266.013571,192.526851,67.002559,90.452561,-116.928559,-235.624871,0.27,1.895943,0.27,1.895943,0.03,0.042426,30.518352,18.13006,10.767349,9.543782,42.937139,35.627894,58.032029,29.375553,38.96145,237.0
7059,7059,235.3,124.989866,168.082571,62.905068,32.227817,116.507867,159.902462,80.702714,-19.019793,-59.692969,-48.208332,221.950586,240.497736,0.991817,0.720625,0.991817,0.720625,0.0,0.042426,26.176974,15.068063,12.865959,9.543782,43.081641,27.163061,43.092706,30.677252,43.394595,232.2
7062,7062,235.4,115.348212,169.362271,67.387294,32.849037,108.682816,157.277328,-171.348601,-1.46979,100.450773,2.830019,-210.156883,-49.270155,0.436807,0.722496,0.436807,0.722496,0.0,0.03,26.176974,15.068063,15.358419,9.543782,43.50834,27.163061,54.014059,34.538257,48.594512,222.2
7065,7065,235.5,122.606762,165.756025,67.241272,32.173031,129.761272,148.038512,155.777665,75.728759,-19.94802,-79.682185,415.341325,-38.785377,1.170769,1.771017,1.170769,1.771017,0.042426,0.042426,23.186397,15.068063,13.980326,7.849331,43.50834,29.420609,43.149263,35.068241,18.277239,209.5
7068,7068,235.6,117.820052,165.736482,66.990736,31.74114,127.307245,170.819295,-253.489828,91.776845,61.070251,-29.984401,-26.360011,241.079933,1.26,1.291743,1.26,1.291743,0.271662,0.301496,23.186397,15.068063,14.152824,7.849331,43.50834,29.420609,47.91643,35.249596,43.51205,193.3
7071,7071,235.7,116.007871,161.29297,71.699295,28.013747,107.062071,163.975379,-38.883281,-91.567061,100.435598,-80.512577,-185.897014,-189.778702,1.085403,2.430741,1.085403,2.430741,0.042426,0.03,19.81959,15.068063,15.464537,9.453019,45.129085,29.420609,45.285098,43.685548,56.913308,202.1
7074,7074,235.8,122.560074,161.290232,69.568383,35.349086,115.52352,143.12454,241.683584,-1.950607,-52.075099,52.744962,961.308941,-161.896506,1.44,0.810555,1.44,0.810555,0.067082,0.051962,15.737482,15.068063,14.779909,9.453019,66.969383,32.330507,38.730158,34.219297,27.60102,242.6
7077,7077,235.9,101.041452,162.723168,69.29034,31.156328,140.079919,153.957976,-9.196451,11.460252,86.502479,33.393962,4.080921,-51.388198,1.380326,0.271662,1.380326,0.271662,0.042426,0.03,29.199985,13.061051,14.779909,9.453019,65.222809,32.017468,61.681716,38.134011,13.878057,246.3
7080,7080,236.0,120.040024,161.234141,69.792835,33.13424,103.921851,166.623158,393.972451,-66.249399,16.620895,9.014543,-88.134443,-76.089877,2.820638,0.307409,2.820638,0.307409,0.15,0.15,25.228261,13.130339,13.689789,7.335339,65.222809,30.18677,41.194117,36.658595,62.701307,237.7
7083,7083,236.1,118.258825,154.903125,78.359072,44.811475,134.999157,138.514199,-42.775665,-165.089425,193.762726,234.3993,186.720821,-332.309218,3.335401,0.614817,3.335401,0.614817,0.067082,0.03,25.228261,19.448159,18.918495,16.797728,63.996464,34.797111,36.6443,33.547598,3.515042,228.6
7086,7086,236.2,117.410592,161.590826,79.617897,43.79303,119.305432,134.021949,-88.01083,22.418278,42.510621,-0.046286,441.669407,-37.595717,0.332716,0.234307,0.332716,0.234307,0.094868,0.099499,25.228261,19.448159,17.521824,18.797112,63.996464,39.289361,44.180234,35.824867,14.716517,200.9
7089,7089,236.3,114.667819,161.648647,85.144818,44.049122,119.052176,127.859752,7.476306,84.438452,44.97707,-33.515508,656.993697,-23.119097,0.510882,0.765441,0.510882,0.765441,0.03,0.03,25.228261,14.508139,22.239749,18.797112,63.996464,45.451557,46.980828,41.095696,8.807576,184.5
7092,7092,236.4,113.926453,168.474632,86.989017,44.403262,118.092699,117.012231,0.92588,79.355939,15.262907,26.454328,-95.10885,12.239564,0.067082,0.123693,0.067082,0.123693,0.051962,0.042426,25.228261,14.459146,22.123154,18.797112,63.996464,56.707064,54.548179,42.585755,1.080467,211.3
7095,7095,236.5,106.63491,170.397901,94.70382,43.271241,113.376825,113.202679,-6.891261,-36.079374,16.334348,-14.846514,-73.503916,55.882172,0.067082,0.192094,0.067082,0.192094,0.0,0.042426,25.228261,16.697422,29.748759,18.797112,63.996464,64.005413,63.762991,51.432579,0.174146,232.4
7098,7098,236.6,109.578425,168.328762,95.206335,42.389009,101.666115,115.851492,0.863085,-82.061472,9.969099,-38.23002,160.063436,66.757279,0.042426,0.391152,0.042426,0.391152,0.084853,0.067082,21.518622,16.697422,28.799411,18.797112,63.996464,64.005413,58.750336,52.817326,14.185377,236.6
7101,7101,236.7,106.074827,163.168245,95.774213,43.374352,109.290282,122.807803,158.733535,-133.023647,-153.646836,-12.427722,24.709573,225.791749,0.97903,0.904489,0.97903,0.904489,0.042426,0.06,21.776365,16.697422,34.488851,18.797112,63.996464,64.005413,57.093418,52.399861,13.517521,250.2
7104,7104,236.8,107.107788,166.148036,96.215855,40.718115,116.630987,128.791848,-19.346123,-107.382417,65.390176,-25.575799,217.646969,289.055025,0.3,0.824318,0.3,0.824318,0.03,0.042426,21.776365,16.697422,34.488851,17.504938,51.145686,64.005413,59.040248,55.497739,12.160861,229.2
7107,7107,236.9,108.913342,166.755924,98.194876,44.037132,112.011973,121.22604,-19.075223,32.092828,87.148381,36.179093,-141.593639,-67.480181,1.290349,0.18,1.290349,0.18,0.12,0.127279,19.560577,16.697422,33.529418,17.504938,43.749252,64.005413,57.842582,54.157744,9.214067,204.6
7110,7110,237.0,109.62181,167.123342,98.652776,44.206079,111.786272,114.052847,63.178679,-3.141989,5.532155,3.600687,-6.840494,-71.19625,1.021763,0.445982,1.021763,0.445982,0.099499,0.09,19.560577,16.697422,31.102939,13.676618,38.66849,57.317261,57.501532,54.446697,2.266575,215.4
7113,7113,237.1,118.678651,168.065672,90.846434,42.824635,113.651952,118.423607,243.6563,11.663052,-200.674523,-41.984462,19.973059,88.19199,1.920234,0.812219,1.920234,0.812219,0.03,0.0,19.560577,16.697422,23.366297,6.092743,38.66849,29.208302,49.387021,48.0218,4.771655,248.5
7116,7116,237.2,120.835191,168.125099,90.823024,43.958287,111.829791,121.743099,260.816589,55.580079,-167.363002,-22.928535,107.166297,191.325782,0.042426,0.788036,0.042426,0.788036,0.0,0.042426,20.051482,13.547905,21.277877,5.549191,27.647347,25.306296,47.289908,46.864738,9.913308,243.7
7119,7119,237.3,116.137656,165.861505,95.444229,46.961254,111.585018,116.096542,56.033401,-18.811396,-0.034875,38.983449,-5.995516,-53.46062,0.123693,0.336749,0.123693,0.336749,0.06,0.084853,20.051482,9.951899,15.750957,6.243138,27.647347,19.485951,49.723849,48.482976,4.511524,237.5
7122,7122,237.4,118.754328,168.596988,91.900864,43.971425,115.613806,122.842808,73.374142,-23.29762,-45.56052,23.854477,-45.897689,-83.231168,0.782879,0.196723,0.782879,0.196723,0.0,0.042426,20.051482,8.432302,13.906757,6.243138,21.762031,19.485951,49.84266,47.929438,7.229002,229.6
7125,7125,237.5,128.600926,169.725341,83.352392,43.114552,117.860903,126.69052,257.632759,-13.639809,-230.971588,-4.931533,-19.206481,31.568055,1.350333,0.247386,1.350333,0.247386,0.21,0.220454,27.817216,7.895899,17.543382,6.243138,22.170452,15.589169,41.124415,40.237841,8.829617,194.8
7128,7128,237.6,117.863504,165.807442,94.239365,46.635502,116.502065,127.682338,-244.626,27.224738,236.399452,-13.691681,57.845908,-27.570063,1.620278,0.278209,1.620278,0.278209,0.051962,0.042426,27.817216,7.011756,17.543382,6.373776,16.835004,14.739001,47.943937,47.603863,11.180272,185.7
