,Frame,time_sec,angle_1_deg,angle_2_deg,angle_3_deg,angle_4_deg,angle_5_deg,angle_6_deg,angular_velocity_1_deg_per_s,angular_velocity_2_deg_per_s,angular_velocity_3_deg_per_s,angular_velocity_4_deg_per_s,angular_velocity_5_deg_per_s,angular_velocity_6_deg_per_s,vertex_speed_angle_1_p13_coord_per_s,vertex_speed_angle_2_p14_coord_per_s,vertex_speed_angle_3_p13_coord_per_s,vertex_speed_angle_4_p14_coord_per_s,vertex_speed_angle_5_p23_coord_per_s,vertex_speed_angle_6_p24_coord_per_s,rom_1s_angle_1_deg,rom_1s_angle_2_deg,rom_1s_angle_3_deg,rom_1s_angle_4_deg,rom_1s_angle_5_deg,rom_1s_angle_6_deg,symmetry_absdiff_angle_1_vs_2_deg,symmetry_absdiff_angle_3_vs_4_deg,symmetry_absdiff_angle_5_vs_6_deg,LDF_bloodflow
5520,5520,184.0,99.619644,112.788067,136.443988,124.447836,131.226961,120.267569,-139.336158,-57.26472,26.523993,-105.516759,152.911337,116.724627,0.273313,0.45,0.273313,0.45,0.099499,0.12,21.907568,59.104313,41.249898,113.089532,25.801424,48.694162,13.168423,11.996153,10.959392,96.8
5523,5523,184.1,98.201822,113.683816,128.5403,111.251202,133.656497,117.209724,-154.155226,77.486857,-97.549527,-319.662463,174.370277,141.3611,0.930967,1.950231,0.930967,1.950231,0.11225,0.108167,21.454356,47.179925,41.249898,102.067545,24.576277,66.942756,15.481994,17.289098,16.446773,100.5
5526,5526,184.2,95.279239,120.791851,133.51878,114.682294,135.088533,122.775499,-12.51746,-94.689695,-9.144747,164.61981,106.196526,253.404998,0.276586,0.453982,0.276586,0.453982,0.152971,0.21,24.879558,40.269913,39.940193,87.52353,21.244148,56.473533,25.512612,18.836486,12.313034,73.1
5529,5529,184.3,100.504794,116.466518,122.580839,119.526492,147.997733,145.533213,148.317296,26.537918,-73.414871,103.140179,-62.21028,133.84768,0.284605,1.187182,0.284605,1.187182,0.182483,0.152971,25.648281,27.458792,30.821065,56.625792,32.673755,50.540932,15.961725,3.054347,2.46452,91.9
5532,5532,184.4,103.552447,117.894658,121.032563,127.440323,143.378061,136.594271,107.266906,81.94284,-76.899109,150.626471,-166.999841,-180.02655,0.62426,0.424264,0.62426,0.424264,0.465725,0.474342,25.648281,27.458792,28.57175,34.178168,32.673755,50.540932,14.342211,6.407761,6.78379,121.7
5535,5535,184.5,102.14187,116.789492,125.752156,126.785958,136.513711,127.259667,-15.603982,17.928424,145.463001,-41.109678,-177.963943,-256.986994,1.295569,1.773302,1.295569,1.773302,0.067082,0.042426,25.648281,27.458792,22.922025,34.178168,32.673755,50.540932,14.647622,1.033802,9.254044,105.5
5538,5538,184.6,110.137189,130.857023,119.733946,130.376142,135.168117,124.580887,-60.331421,-98.928478,77.07449,-36.248591,-52.331071,7.680067,0.401373,0.03,0.401373,0.03,0.03,0.03,25.648281,28.028094,20.244676,34.178168,32.673755,50.540932,20.719834,10.642195,10.58723,105.1
5541,5541,184.7,105.585793,133.353666,116.354609,130.70192,140.983709,125.211786,84.729931,-33.085087,-82.958541,59.534435,283.273165,296.323473,0.177482,0.488365,0.177482,0.488365,0.03,0.042426,21.028884,28.329957,21.054864,34.178168,32.673755,50.540932,27.767873,14.347311,15.771923,99.3
5544,5544,184.8,104.26968,127.658084,122.37715,132.614711,137.954516,132.112115,-18.441073,-82.532493,-6.106113,26.885,6.050052,107.842209,0.123693,0.155885,0.123693,0.155885,0.051962,0.042426,21.028884,28.329957,21.054864,33.033669,32.673755,50.540932,23.388404,10.237561,5.842401,81.8
5547,5547,184.9,99.631927,116.454883,117.031828,127.138547,137.42548,131.209223,-243.082286,-244.565183,-14.624054,-175.021502,-42.076899,42.494022,0.09,0.532447,0.09,0.532447,0.212132,0.192094,18.140339,28.329957,20.408049,25.328644,26.759273,50.540932,16.822956,10.106719,6.216258,79.5
5550,5550,185.0,100.810861,122.649412,123.098613,124.011403,145.602536,133.593334,-29.169186,63.795951,161.530626,-163.910751,313.083701,75.031485,0.45,1.358639,0.45,1.358639,0.268328,0.25632,18.140339,28.329957,20.089379,25.328644,22.227255,50.540932,21.838551,0.91279,12.009202,70.4
5553,5553,185.1,95.511946,120.497762,126.020873,125.541649,144.492394,115.042776,-151.771983,-81.783536,-6.123466,76.322691,192.17039,-556.920065,1.043552,0.146969,1.043552,0.146969,0.380657,0.37229,18.140339,22.480282,17.488448,25.328644,19.090387,39.362206,24.985816,0.479224,29.449618,91.6
5556,5556,185.2,95.553608,114.665575,134.74706,123.56251,128.071713,115.329014,-93.242241,-74.089286,115.385787,-311.808817,-8.437037,-12.498269,0.631427,1.435932,0.631427,1.435932,0.06,0.094868,18.140339,19.790927,18.392451,21.349679,21.999696,30.490437,19.111967,11.18455,12.742699,95.2
5559,5559,185.3,106.641613,132.152686,142.007554,131.61618,123.373101,118.252172,1.628294,-135.680531,83.961077,52.196001,-174.520176,-87.476358,1.082081,0.152971,1.082081,0.152971,0.134164,0.123693,17.754849,22.009795,25.652945,19.478245,25.91189,30.490437,25.511073,10.391375,5.120929,91.2
5562,5562,185.4,112.630332,124.557804,137.356973,131.753802,127.677564,131.927853,-36.729154,58.122363,-33.893123,-7.639559,-66.306084,267.512116,0.067082,0.301496,0.067082,0.301496,0.12,0.11225,19.46125,22.009795,25.652945,19.478245,22.229435,21.551495,11.927472,5.603171,4.250288,83.7
5565,5565,185.5,104.593927,112.120845,137.408361,130.536487,132.062352,123.685229,-58.151281,-140.004649,18.451994,-41.839231,207.67403,48.457275,0.271662,0.152971,0.271662,0.152971,0.03,0.03,19.46125,24.554525,25.652945,19.478245,22.229435,19.694583,7.526918,6.871874,8.377123,74.8
5568,5568,185.6,103.294761,115.275216,135.847054,130.855131,136.942152,126.094136,60.320391,92.008861,-30.118979,-17.503986,-22.496785,-41.523133,0.677495,0.182483,0.677495,0.182483,0.03,0.0,19.46125,27.091233,25.652945,19.478245,22.229435,19.694583,11.980455,4.991923,10.848016,72.5
5571,5571,185.7,102.976879,110.880179,135.017181,131.525639,138.19293,126.692767,-12.711526,11.466481,31.5205,37.496149,-20.244831,-24.142598,0.582495,0.342053,0.582495,0.342053,0.12,0.15,19.46125,28.332291,25.652945,19.478245,22.229435,19.694583,7.9033,3.491542,11.500163,81.6
5574,5574,185.8,109.272101,109.171906,129.190118,134.34573,141.561383,135.520156,-17.847398,4.044049,19.615009,27.613188,-40.944256,-30.140162,0.295466,0.362491,0.295466,0.362491,0.243721,0.214243,19.46125,28.332291,24.975726,19.478245,22.229435,21.482052,0.100195,5.155612,6.041227,108.3
5577,5577,185.9,114.680846,111.53933,125.650554,134.983464,148.438214,142.239452,-5.86645,4.284551,-141.04762,-77.925866,52.252942,54.171045,1.254273,0.428486,1.254273,0.428486,0.18,0.184932,20.483007,28.332291,24.975726,22.535627,25.065113,27.196677,3.141516,9.33291,6.198762,128.3
5580,5580,186.0,115.301159,122.683988,112.32026,135.421832,140.360868,132.993966,-153.221325,-49.458042,-194.314732,-8.505052,-64.550677,10.119043,1.13842,0.436807,1.13842,0.436807,0.430581,0.44699,26.01515,28.332291,29.687294,22.535627,25.065113,27.196677,7.382828,23.101573,7.366902,99.7
5583,5583,186.1,113.904125,111.154947,114.798888,132.355261,135.771935,130.835671,217.54737,32.296515,70.719059,-23.786268,-100.211319,5.358104,0.618466,0.35242,0.618466,0.35242,0.130767,0.15,26.01515,28.332291,29.687294,14.018482,25.065113,27.196677,2.749178,17.556373,4.936264,104.1
5586,5586,186.2,109.626505,115.951757,116.990366,125.267909,133.857325,121.63852,-124.731714,35.028271,-7.557631,-160.254051,-61.69625,-300.88972,0.349857,1.5012,0.349857,1.5012,0.06,0.067082,24.854929,28.332291,29.687294,14.018482,25.065113,26.910439,6.325251,8.277543,12.218805,105.3
5589,5589,186.3,106.333481,116.732302,105.954831,122.933968,140.006069,130.492484,-39.598708,-72.555906,-33.741701,-89.226489,94.967657,65.720172,0.212132,0.433705,0.212132,0.433705,0.03,0.042426,19.168788,23.809607,36.052724,14.647025,25.065113,23.98728,10.398821,16.979137,9.513585,95.8
5592,5592,186.4,98.41923,140.468465,110.230177,80.605396,135.26235,139.586405,201.605448,52.259482,81.206492,-103.373825,-313.192438,-10.70941,0.543323,0.339411,0.543323,0.339411,0.123693,0.12,28.709489,32.125386,34.279458,56.975596,23.29833,20.600932,42.049236,29.624781,4.324055,89.7
5595,5595,186.5,109.106009,145.888842,110.963308,57.380527,141.934351,149.457995,81.956035,-35.426719,-167.331774,-141.531536,31.084702,99.094764,0.84534,0.650385,0.84534,0.650385,0.03,0.067082,28.709489,42.790842,34.279458,80.200465,16.375862,27.819474,36.782833,53.582781,7.523643,89.6
5598,5598,186.6,107.576708,145.19667,94.438846,36.452704,148.054749,161.08482,-187.451924,-149.988794,154.63678,14.028421,171.150647,-34.249434,0.391152,0.690652,0.391152,0.690652,0.099499,0.127279,31.276705,43.249513,46.562767,101.595902,15.147048,40.587947,37.619961,57.986141,13.03007,98.1
5601,5601,186.7,107.322327,139.848188,110.797441,33.721048,156.862146,160.990112,-355.111608,-0.638691,324.421463,0.511716,180.214167,-47.02643,0.384187,0.247386,0.384187,0.247386,0.042426,0.03,31.276705,42.620457,45.732895,107.169885,23.57098,40.91914,32.525861,77.076393,4.127967,98.6
5604,5604,186.8,112.818092,145.677331,108.184385,30.187367,157.905695,158.954958,204.54101,39.137688,-14.503912,-28.022336,-2.026623,-7.556513,0.409145,0.474342,0.409145,0.474342,0.06,0.03,31.276705,42.620457,41.292537,107.393626,25.126983,40.91914,32.859238,77.997018,1.049264,68.7
5607,5607,186.9,118.67579,147.203106,121.476402,30.278383,154.285698,160.434137,7.859264,-59.49942,311.173227,15.948913,53.588601,28.7786,1.171537,0.283019,1.171537,0.283019,0.067082,0.067082,31.276705,41.514196,36.366267,107.055015,25.126983,40.91914,28.527316,91.198018,6.148439,54.2
5610,5610,187.0,119.972877,150.273187,111.388976,30.931539,157.749557,157.066965,-4.157301,-14.816989,-291.197106,10.425421,37.161589,-55.252646,0.72,0.134164,0.72,0.134164,0.182483,0.161555,31.276705,41.514196,32.192115,105.675079,25.126983,40.91914,30.30031,80.457438,0.682592,50.5
5613,5613,187.1,123.232599,149.521062,113.677527,31.21447,157.528936,156.738518,6.088067,38.575296,67.265312,-1.844275,-20.19392,25.513625,0.152971,0.226495,0.152971,0.226495,0.03,0.042426,31.533551,40.437645,32.192115,102.608508,25.494943,40.91914,26.288463,82.463057,0.790418,64.6
5616,5616,187.2,120.17462,149.761042,105.110522,30.465325,157.33745,159.570275,-172.847494,63.635633,-89.885633,-10.463078,-15.714699,43.948894,0.54,0.051962,0.54,0.051962,0.03,0.042426,36.539086,35.640835,32.192115,96.161431,25.494943,40.91914,29.586422,74.645197,2.232825,75.7
5619,5619,187.3,127.098229,150.24851,105.456757,29.797107,158.993913,160.452168,134.658593,84.184087,-78.209958,-24.807525,-27.064359,2.323668,0.155885,0.630714,0.155885,0.630714,0.06,0.09,36.539086,34.86029,32.192115,93.187215,24.633708,32.065176,23.150281,75.659651,1.458255,94.8
5622,5622,187.4,127.821886,145.671646,102.721084,30.944196,157.890421,161.93222,-106.262475,-22.191809,-136.618367,7.524895,-64.204933,38.506885,0.404722,0.580172,0.404722,0.580172,0.094868,0.11225,34.454355,11.744404,32.192115,50.858643,25.497314,22.971254,17.84976,71.776888,4.041799,88.0
5625,5625,187.5,114.752442,139.151892,113.01928,34.92826,154.006786,158.961806,-178.83596,14.171788,245.724048,44.262143,-122.654977,-112.771478,1.088301,0.660681,1.088301,0.660681,0.06,0.042426,26.873526,12.913093,32.192115,27.633774,18.825313,13.262861,24.399449,78.09102,4.955021,77.7
5628,5628,187.6,102.02953,135.887319,124.320599,53.502599,151.328513,154.114006,16.302851,-108.426517,204.969962,316.049722,15.41694,-131.68466,0.7506,2.496498,0.7506,2.496498,0.21,0.182483,31.387484,14.879767,32.545753,23.755845,13.254692,8.60685,33.85779,70.818001,2.785493,88.1
5631,5631,187.7,107.430687,121.498246,123.91601,86.690765,126.979509,145.957832,39.9498,-98.690944,-6.258768,287.478626,-677.468238,-52.83624,0.123693,0.818841,0.123693,0.818841,0.067082,0.06,31.387484,29.268841,23.707505,56.944012,33.780155,16.763023,14.06756,37.225244,18.978323,87.3
5634,5634,187.8,110.009027,122.297152,126.903457,121.320385,124.380886,142.99409,-133.840034,-9.838814,-35.873699,307.225763,-103.716727,35.81243,0.18,0.658635,0.18,0.658635,0.09,0.094868,31.387484,29.268841,25.378164,91.573632,36.378779,21.022697,12.288125,5.583072,18.613204,75.4
5637,5637,187.9,114.245678,110.261803,128.602883,129.80055,138.947746,142.08965,12.623398,-207.318964,30.888296,21.590126,357.146803,37.409773,0.212132,0.152971,0.212132,0.152971,0.03,0.042426,31.387484,40.505284,25.8818,100.003443,36.378779,21.878199,3.983875,1.197666,3.141904,90.4
5640,5640,188.0,124.654171,124.028206,127.579375,131.138154,140.803796,139.961381,87.826559,303.943095,-31.238561,7.987793,-49.053023,-46.36991,0.06,0.212132,0.06,0.212132,0.042426,0.03,31.387484,40.10376,25.899577,101.341047,36.378779,22.759474,0.625965,3.558779,0.842415,106.2
5643,5643,188.1,125.582227,116.926391,126.425676,136.546133,142.484753,138.836435,35.873097,91.519859,-4.251047,88.387513,-14.42957,-50.816508,0.03,0.313209,0.03,0.313209,0.03,0.0,31.387484,40.040624,25.899577,106.749026,36.378779,23.884421,8.655836,10.120456,3.648318,97.9
5646,5646,188.2,129.595752,116.342836,127.294492,137.119466,137.697192,142.094592,-22.521636,104.875283,2.658827,21.185346,71.452693,43.062844,0.0,0.042426,0.0,0.042426,0.03,0.0,31.387484,39.986707,25.899577,107.322359,36.378779,23.884421,13.252916,9.824973,4.397399,90.7
5649,5649,188.3,124.601673,112.340464,125.750764,137.69997,139.666531,145.610959,-89.825237,-3.214295,-32.446293,2.152751,96.286358,1.214562,0.27,0.03,0.27,0.03,0.03,0.042426,31.387484,42.735493,25.899577,107.902864,36.378779,23.884421,12.261209,11.949206,5.944428,85.3
5652,5652,188.4,130.768148,111.705454,127.863469,137.767605,139.774244,140.601544,55.776102,-15.875144,-14.798035,-0.782441,-17.936275,-130.640965,0.218403,0.06,0.218403,0.06,0.09,0.09,29.282047,38.15863,25.899577,106.84949,34.216116,23.884421,19.062694,9.904135,0.8273,79.9
5655,5655,188.5,124.447639,111.702667,126.560989,136.132935,142.517485,137.172628,7.332113,36.056746,-32.930406,-14.073389,-8.446466,-25.532466,0.21,0.123693,0.21,0.123693,0.03,0.06,29.282047,32.421078,16.501174,102.865426,29.6259,22.662036,12.744972,9.571945,5.344858,83.3
5658,5658,188.6,119.563139,107.760792,126.503951,134.005998,140.815356,137.211296,-172.706553,37.671903,-5.124795,-33.212787,8.984851,19.697923,0.03,0.073485,0.03,0.073485,0.03,0.0,28.738618,29.382258,4.704651,84.291087,26.947627,19.350217,11.802347,7.502048,3.60406,118.1
5661,5661,188.7,118.754153,111.148783,124.384535,132.067471,138.660057,138.00488,-95.640806,-72.563754,6.542992,-88.858033,-40.263313,25.253066,0.03,0.450999,0.03,0.450999,0.0,0.0,23.337461,21.406976,4.704651,51.102921,18.584853,19.350217,7.60537,7.682936,0.655177,101.1
5664,5664,188.8,118.906743,110.41238,125.485054,131.686055,136.001009,142.68202,14.49971,-135.153875,9.227567,-54.257045,54.550542,-7.573291,0.042426,0.177482,0.042426,0.177482,0.03,0.042426,20.759121,17.523144,4.454225,16.473301,18.584853,19.350217,8.494363,6.201001,6.681011,85.7
5667,5667,188.9,120.847937,121.436108,124.962318,134.84323,132.532127,133.919712,-45.008349,92.137064,-50.460231,39.080775,-4.801146,25.367161,0.36,0.137477,0.36,0.137477,0.06,0.06,16.52247,17.523144,4.454225,7.993136,15.576858,22.830775,0.588171,9.880911,1.387585,81.3
5670,5670,189.0,112.662637,110.767187,127.46804,131.633492,136.313119,135.635179,-117.881826,-4.861464,7.362564,-102.415932,-15.011483,-167.88197,0.06,0.465725,0.06,0.465725,0.03,0.06,18.105511,17.523144,4.238808,6.655532,15.576858,22.830775,1.89545,4.165452,0.677941,77.8
5673,5673,189.1,119.232891,115.333967,127.691265,131.556716,132.520991,143.502059,77.400953,14.188804,34.883468,11.619579,-42.430815,5.201724,0.24,0.127279,0.24,0.127279,0.0,0.03,18.105511,14.931047,4.238808,6.624289,15.45236,22.830775,3.898924,3.86545,10.981068,77.9
5676,5676,189.2,120.209162,114.889156,127.553669,132.186122,127.159581,143.660502,23.010174,-117.91238,-9.368119,-25.99926,336.962787,-272.634083,0.094868,0.543323,0.094868,0.543323,0.06,0.094868,18.105511,14.931047,4.238808,6.624289,26.913752,22.830775,5.320006,4.632452,16.500921,81.0
5679,5679,189.3,123.683014,122.832807,125.32592,133.688252,125.418911,135.623806,31.285841,66.571418,-7.405068,35.009495,37.893146,-295.394427,0.0,0.0,0.0,0.0,0.067082,0.067082,18.105511,16.327745,4.190302,6.624289,26.913752,19.674165,0.850208,8.362332,10.204895,97.2
5682,5682,189.4,118.948398,111.212081,123.361348,134.187444,136.919233,137.642882,16.869644,57.095861,-60.373437,-21.638037,176.491262,-9.269632,0.602993,0.137477,0.602993,0.137477,0.123693,0.09,18.105511,16.515924,4.504592,6.598208,26.913752,19.674165,7.736317,10.826096,0.723649,121.6
5685,5685,189.5,115.378147,111.262033,122.320878,133.201829,128.5893,145.23863,79.098412,36.552308,22.882518,-9.477676,123.696091,-79.078826,0.094868,0.127279,0.094868,0.127279,0.03,0.042426,12.715161,16.515924,6.307813,4.963538,26.913752,19.674165,4.116114,10.880952,16.64933,118.2
5688,5688,189.6,114.998696,111.966867,123.644513,133.457981,142.05659,141.438638,7.232247,2.738146,4.188723,67.716647,4.167426,-12.63218,0.03,0.286182,0.03,0.286182,0.0,0.03,12.715161,15.260194,6.307813,4.159741,26.203266,19.674165,3.031829,9.813468,0.617951,104.8
5691,5691,189.7,115.478336,118.110832,122.773788,136.187106,137.609417,137.325502,-29.824188,-14.016844,-5.719973,48.919863,7.409025,-84.241268,0.03,0.108167,0.03,0.108167,0.06,0.06,12.715161,13.897113,6.307813,5.01771,26.203266,19.674165,2.632496,13.413318,0.283915,100.3
5694,5694,189.8,120.164126,118.551853,121.859354,135.349906,124.914492,144.481546,131.783319,34.28855,-59.929164,29.365576,52.206554,-45.050357,0.212132,0.241868,0.212132,0.241868,0.06,0.0,12.715161,13.897113,6.307813,5.01771,26.203266,19.674165,1.612273,13.490552,19.567054,95.0
5697,5697,189.9,117.718169,117.754182,123.743303,135.113767,131.667836,134.255839,-150.487987,-50.658216,-57.279354,-61.051811,170.32945,-112.873392,0.42107,0.184932,0.42107,0.184932,0.094868,0.06,12.715161,13.897113,6.307813,5.979431,26.203266,18.828593,0.036013,11.370464,2.588003,96.1
5700,5700,190.0,120.287717,121.413208,123.402375,133.266403,124.161228,142.283799,46.349529,83.013993,-20.418618,5.015431,-207.899417,33.235667,0.06,0.09,0.06,0.09,0.03,0.0,12.715161,13.897113,6.307813,5.979431,26.203266,24.525618,1.125492,9.864028,18.122571,98.3
5703,5703,190.1,116.727378,119.337903,125.466566,134.751236,130.004993,133.305906,-87.445478,-76.064243,50.229785,-9.887705,15.537908,-68.304014,0.301496,0.0,0.301496,0.0,0.0,0.03,12.636264,13.897113,6.307813,5.948068,26.203266,24.525618,2.610525,9.28467,3.300913,130.5
5706,5706,190.2,117.352798,119.116149,127.115193,131.49492,127.383989,147.767965,-94.869817,40.742465,2.610973,-65.046316,16.709567,-30.003098,0.0,0.099499,0.0,0.099499,0.0,0.0,12.636264,13.897113,5.995542,5.948068,19.748074,20.545382,1.76335,4.379728,20.383976,141.8
5709,5709,190.3,122.620891,115.04946,128.770385,132.311444,126.948191,150.730899,99.898119,-92.155487,45.968902,14.560044,-72.639134,-78.549874,0.39,0.543323,0.39,0.543323,0.12,0.12,12.636264,13.897113,7.212258,5.948068,18.956481,25.663156,7.571431,3.541059,23.782709,148.2
5712,5712,190.4,124.720016,121.960279,127.70403,134.12392,129.400948,143.174861,-64.568118,3.730385,-12.726679,89.840817,470.351843,-308.067858,0.067082,0.172337,0.067082,0.172337,0.042426,0.051962,14.130753,12.836407,7.212258,6.019601,28.408202,25.663156,2.759737,6.41989,13.773913,150.1
5715,5715,190.5,120.558254,112.760202,127.755613,134.48765,140.855372,140.669582,-23.464276,-130.752478,-24.647198,0.587964,239.166007,22.703368,0.15,0.042426,0.15,0.042426,0.0,0.0,12.984865,12.591984,6.937877,6.019601,28.334037,25.663156,7.798052,6.732037,0.18579,149.3
5718,5718,190.6,121.701809,119.246313,128.185057,132.449944,123.49457,134.033985,30.844002,49.384477,6.96948,-13.401466,11.740364,-273.261616,0.06,0.067082,0.06,0.067082,0.0,0.03,12.984865,10.252063,7.152309,6.019601,28.334037,25.663156,2.455496,4.264888,10.539415,176.6
5721,5721,190.7,123.440538,117.914984,129.246107,132.263449,127.852044,141.121299,50.990888,-32.211415,31.981706,43.185952,-76.779688,114.007634,0.3,0.483735,0.3,0.483735,0.123693,0.12,11.39395,9.200077,7.386753,6.324911,27.13282,25.663156,5.525554,3.017342,13.269255,144.5
5724,5724,190.8,121.944442,115.809459,129.697957,134.055814,133.039448,138.38357,-48.05191,-40.637435,-10.797133,22.941981,25.334369,-29.371381,0.24,0.108167,0.24,0.108167,0.094868,0.09,10.144908,9.200077,8.198508,6.324911,27.13282,25.663156,6.134983,4.357857,5.344122,132.2
5727,5727,190.9,126.744448,116.36302,131.687012,135.728011,132.59854,147.915301,25.668406,-11.787333,5.874467,12.294367,-36.448811,281.250464,0.12,0.094868,0.12,0.094868,0.067082,0.06,10.144908,9.200077,8.284637,4.904093,27.13282,25.663156,10.381428,4.040998,15.316761,161.7
