,Frame,angle_11_13_15_at_13,angle_12_14_16_at_14,angle_11_13_23_at_13,angle_12_14_24_at_14,angle_11_23_25_at_23,angle_12_24_26_at_24,LDF_bloodflow
2139,2139,105.824497,114.392817,116.90991,139.491632,140.30117,132.59062,39.1
2142,2142,109.512321,117.306885,114.368707,139.334904,139.232312,134.226741,34.2
2145,2145,110.2497,118.371405,114.90888,138.868695,142.080871,140.896308,41.8
2148,2148,109.1355,119.127159,114.283731,139.168155,145.65628,139.358705,39.8
2151,2151,111.348493,120.877736,112.375727,139.27298,141.168031,147.964079,24.4
2154,2154,112.197226,121.837835,113.440407,139.504079,144.165329,135.34393,22.9
2157,2157,119.355054,119.073303,118.839802,139.882542,142.040981,137.421845,34.9
2160,2160,114.514332,106.246098,125.615341,140.17682,142.567504,145.91861,27.6
2163,2163,117.375351,115.842284,126.73256,139.865127,143.099194,145.762971,20.7
2166,2166,119.403742,120.450995,123.610928,139.844839,141.325309,145.138795,52.4
2169,2169,114.442516,121.172472,124.290813,139.404121,143.540265,141.319527,61.9
2172,2172,116.642771,118.397025,127.371397,139.459153,140.064562,145.174994,59.6
2175,2175,114.645263,115.455029,128.601693,139.414961,140.627438,141.304227,52.0
2178,2178,117.132589,116.788932,130.394663,138.637099,140.6736,142.260309,39.7
2181,2181,121.401375,124.860373,131.244369,140.063014,139.892647,141.1062,46.3
2184,2184,121.101678,123.617344,130.298961,140.360138,145.252362,143.592552,29.1
2187,2187,121.972997,119.898773,128.764118,140.584489,138.954655,137.744722,12.8
2190,2190,123.06751,124.805926,126.96157,142.081624,138.67225,137.015839,8.9
2193,2193,124.178188,114.987233,127.18053,143.187419,131.871058,145.326977,31.7
2196,2196,118.715224,109.296357,113.972469,138.973309,144.21355,138.931942,41.5
2199,2199,117.113848,113.652176,112.947341,142.606203,140.755532,145.874749,31.9
2202,2202,117.456013,121.793542,108.30221,139.667721,146.641944,133.319536,25.9
2205,2205,123.197113,130.099855,105.029152,139.773,139.632634,125.271721,24.2
2208,2208,121.444384,126.57484,106.691084,142.08986,140.208663,128.515088,24.8
2211,2211,123.313195,121.986001,110.636978,144.272348,139.908507,124.77857,21.4
2214,2214,122.287965,124.163868,108.126941,144.316424,140.801957,125.544566,28.3
2217,2217,124.239523,128.158369,103.599696,145.277136,141.393075,121.277891,39.7
2220,2220,132.903808,129.921463,101.270863,145.326119,142.581988,122.185561,49.1
2223,2223,129.596635,128.344691,100.103917,145.902773,147.796856,123.557185,36.1
2226,2226,126.861655,130.783271,101.029018,144.658644,150.381603,126.161264,37.5
2229,2229,130.741289,129.740414,98.064834,145.879989,145.618107,121.567424,35.1
2232,2232,127.72574,127.986101,95.048196,144.787136,146.718589,120.185091,23.3
2235,2235,130.341142,129.536862,95.082186,144.136596,151.386463,128.399024,39.6
2238,2238,126.863824,120.785056,92.98803,142.653079,154.847024,129.201374,25.5
2241,2241,126.966273,124.818756,91.373319,140.991827,156.009379,126.500546,35.2
2244,2244,122.95417,128.471079,89.764772,136.761285,162.521257,129.759517,58.9
2247,2247,126.364435,126.973428,84.377708,135.359284,168.424241,133.536326,52.3
2250,2250,128.235779,130.489692,84.777964,137.599298,163.829472,132.71429,45.4
2253,2253,128.248961,134.345888,83.486119,131.884943,158.459003,121.978568,37.4
2256,2256,128.51717,128.717067,84.108273,132.679948,158.636528,124.636872,27.2
2259,2259,129.7752,135.674105,81.454211,129.047832,163.828601,129.971282,24.8
2262,2262,133.145875,137.007122,79.850222,129.629435,159.224042,128.340375,28.2
2265,2265,136.565029,135.93435,76.834065,130.917347,164.684329,132.54659,27.4
2268,2268,134.994927,139.394303,76.756879,127.89521,160.221754,125.477974,53.9
2271,2271,139.604224,131.657992,73.727233,132.180629,153.295347,125.611582,60.8
2274,2274,137.779946,137.825939,71.793756,123.427951,156.584537,120.615106,47.8
2277,2277,133.596634,138.800253,71.468835,121.268564,153.667697,119.935927,56.8
2280,2280,134.218475,137.827405,69.066937,122.985737,147.040925,120.838507,53.9
2283,2283,138.787532,133.217366,67.067099,120.159407,150.731978,120.824654,42.5
2286,2286,145.690874,133.080899,64.82559,125.095495,142.2697,130.960143,34.4
2289,2289,145.512609,135.510499,63.800995,122.372282,144.544263,119.745577,30.4
2292,2292,155.763504,131.103005,62.795831,123.54998,137.06715,119.354758,90.2
2295,2295,154.135002,133.679169,63.510443,122.72559,136.472489,113.880532,101.2
2298,2298,154.083739,144.410185,62.795244,121.98141,136.498598,112.293733,91.8
2301,2301,150.196921,143.206191,62.497316,125.106322,139.025623,112.891099,83.0
2304,2304,154.986146,136.055069,63.040776,129.080461,131.018944,110.179022,81.6
2307,2307,152.67328,138.81705,62.14423,128.558822,128.323976,120.905775,58.4
2310,2310,149.439381,142.37275,62.228042,132.152992,133.225181,118.327459,51.1
2313,2313,155.916034,133.566654,65.229513,135.678568,127.995712,119.078045,60.0
2316,2316,150.98134,148.599002,64.87938,125.868918,131.239376,109.692806,120.0
2319,2319,158.798458,155.86561,66.394871,132.72806,130.304118,107.486266,140.3
2322,2322,158.386567,145.393565,66.019073,139.687715,127.643364,119.378897,137.9
2325,2325,156.835001,138.751062,64.229248,138.80033,126.104871,118.655215,151.9
2328,2328,154.494672,141.826713,65.894479,138.13157,123.964499,115.973481,140.9
2331,2331,154.125814,151.099907,66.677448,132.860333,120.916724,112.898357,142.5
2334,2334,151.820434,138.972767,63.604772,139.804956,121.093106,120.780828,156.7
2337,2337,156.841848,145.985929,66.065966,138.111069,122.899234,121.218736,192.5
2340,2340,155.205437,132.563703,64.522375,138.099605,112.619612,119.787117,199.8
2343,2343,155.594632,133.38377,64.892398,138.97507,119.468265,113.791638,204.2
2346,2346,152.829016,134.123846,61.51587,138.272531,117.712979,120.829579,209.6
2349,2349,150.832478,136.288026,59.679624,136.578268,125.270777,125.515237,206.5
2352,2352,151.595388,138.799555,59.007756,137.294657,125.978951,116.008724,191.9
2355,2355,149.673108,129.071333,57.674588,139.978866,110.573135,123.238104,217.4
2358,2358,148.97757,125.050757,56.994237,137.459673,113.302094,119.423592,260.0
2361,2361,145.908729,121.831643,54.584018,139.121366,114.644452,128.68383,265.5
2364,2364,148.591757,131.665196,55.009779,137.621846,121.328418,120.116332,258.1
2367,2367,146.842558,138.597427,56.195855,137.307489,120.600854,110.495076,272.8
2370,2370,150.920713,127.4989,53.450011,137.195111,113.524455,108.667502,257.2
2373,2373,154.208425,139.165452,53.453633,135.491141,122.722135,113.479173,275.2
2376,2376,151.059953,144.982005,54.802168,138.047342,109.930883,117.498156,309.3
2379,2379,149.131894,146.304382,54.485104,138.229023,110.278578,108.66404,300.5
2382,2382,145.919013,154.460787,53.209204,141.673002,112.638169,104.985258,278.9
2385,2385,140.783467,134.923788,51.103086,139.436233,120.726503,120.496941,295.5
2388,2388,143.55419,143.60824,53.480843,136.811385,118.367522,118.049997,275.9
2391,2391,146.619396,142.352788,51.795418,136.471303,120.78722,122.341042,278.5
2394,2394,145.600408,141.873621,48.961833,135.683861,112.174547,120.339766,316.9
2397,2397,150.273156,140.183577,48.407653,134.821394,111.465672,106.813023,326.2
2400,2400,137.684611,145.364942,44.981415,138.535859,100.875433,117.371359,312.5
2403,2403,144.502893,137.837855,38.33639,131.33298,97.720887,124.80273,316.5
2406,2406,133.626536,129.970463,35.792692,132.537514,96.244035,123.297903,319.6
2409,2409,131.035849,138.968809,38.859778,136.843774,101.410162,121.808965,289.2
2412,2412,111.140406,134.602134,37.440325,137.131147,99.446336,112.059787,283.3
2415,2415,149.804435,114.219381,31.480818,126.584997,103.873086,125.53134,293.6
2418,2418,120.223719,145.004887,36.352848,139.785708,114.348424,114.482113,309.2
2421,2421,129.025064,126.992518,32.194261,133.395655,96.704661,132.031422,284.6
2424,2424,126.399088,128.642076,29.715384,131.256867,105.463421,113.294889,273.2
2427,2427,123.675038,126.306537,29.15974,136.399174,106.355295,125.432617,260.8
2430,2430,124.992815,123.633985,27.246177,135.525395,102.864052,121.038875,232.0
2433,2433,102.705408,124.652936,27.409021,132.945702,112.530786,112.401102,259.1
2436,2436,123.968626,116.011288,28.72065,132.351551,109.536365,108.421725,304.5
2439,2439,134.543925,122.987934,26.753535,123.385407,105.123514,106.297645,305.3
2442,2442,136.335056,116.356883,27.801891,126.766183,103.065584,124.321108,292.8
2445,2445,123.594105,121.644932,21.638309,123.016479,105.214429,108.163569,266.4
2448,2448,137.061574,123.086741,26.759496,122.848108,102.88567,116.978262,245.6
2451,2451,147.197779,140.250383,26.373406,115.628052,102.869326,117.94949,273.7
2454,2454,132.378179,110.800887,28.931986,122.814906,110.594402,123.773095,299.1
2457,2457,123.029248,116.386169,29.3403,127.311649,107.416235,112.561654,282.2
2460,2460,133.788475,119.559015,27.452663,126.728574,104.677608,114.823999,277.2
2463,2463,141.392738,122.744853,26.456015,129.980679,100.886596,117.253339,268.9
2466,2466,126.854115,123.979966,27.696332,130.947368,111.174386,108.373965,265.4
2469,2469,123.833207,125.384053,30.411571,128.535896,99.650338,134.993272,267.8
2472,2472,130.964539,115.84854,25.136555,130.485642,99.451514,119.661771,296.0
2475,2475,122.14764,120.90573,27.36047,130.632891,99.252257,130.980111,294.2
2478,2478,146.252967,122.643486,26.477586,122.759578,102.683384,129.397017,282.9
2481,2481,135.012189,116.717461,28.481618,129.347547,101.836356,132.034057,272.7
2484,2484,146.071279,125.162826,22.402349,112.605849,96.176553,120.550137,269.5
2487,2487,141.788332,113.07506,27.120023,126.171317,107.703233,112.924641,247.0
2490,2490,135.792675,117.580358,25.08966,121.10779,95.69434,132.831206,271.2
2493,2493,141.495234,112.897264,22.810083,119.075586,89.126307,130.263466,285.2
2496,2496,136.792074,120.395135,25.488391,124.318778,96.461365,125.493363,276.7
2499,2499,140.729664,125.095697,26.350608,120.48064,96.141534,119.397433,265.3
2502,2502,148.19821,119.227616,25.461543,120.426803,96.43295,118.07465,262.5
2505,2505,162.02907,109.030175,20.111959,117.434202,76.84331,135.598999,260.0
2508,2508,142.751589,120.966054,22.579965,112.053372,85.092205,133.033024,249.7
2511,2511,141.089303,117.75828,25.680328,122.215464,97.377308,113.901528,273.6
2514,2514,148.390247,112.508143,26.947725,125.732264,97.313931,120.160259,276.2
2517,2517,137.286629,115.368363,23.292809,122.825321,89.002539,133.377795,281.7
2520,2520,143.363828,121.937986,26.517922,121.594051,97.481177,136.959999,255.5
2523,2523,146.021654,114.450729,22.597483,122.880005,85.292623,126.879776,249.4
2526,2526,135.625415,123.139149,21.935454,121.311965,85.018744,127.308124,210.3
2529,2529,143.27091,124.959533,26.312152,123.684521,94.608742,124.372253,210.9
2532,2532,137.780432,123.304957,28.319721,128.20117,101.04377,125.459802,212.7
2535,2535,143.14133,119.39597,23.652585,120.060793,95.095778,128.583425,204.7
2538,2538,146.988372,107.191855,25.637064,130.203966,110.548714,115.77252,203.5
2541,2541,119.871633,122.284176,25.954002,135.727754,108.788754,117.119754,194.1
2544,2544,133.87403,114.929068,28.587656,133.226826,113.292415,120.333611,188.5
2547,2547,112.864245,130.209846,27.618466,135.000204,120.721391,103.820138,189.8
2550,2550,122.408819,137.827028,25.756345,138.977922,115.768985,110.797903,214.4
2553,2553,127.191593,136.59881,25.802682,135.673474,132.092454,111.63067,210.3
2556,2556,121.198328,131.258139,29.97051,136.267249,120.294211,126.939972,215.2
2559,2559,130.169558,139.98789,31.421789,135.136297,129.483417,113.505152,208.2
2562,2562,138.758512,141.583361,35.23157,137.605911,133.649296,122.08119,191.6
2565,2565,132.925369,141.243037,35.710923,136.136533,136.074624,119.095803,160.7
2568,2568,137.492439,138.511922,38.936732,136.342222,139.970603,126.071508,183.3
2571,2571,144.272096,130.398026,39.348809,137.497874,149.6006,142.541077,190.1
2574,2574,139.129947,130.467671,39.876229,140.313687,154.003334,138.976239,176.4
2577,2577,145.091805,117.698967,39.125487,139.535682,162.423996,144.929031,163.0
2580,2580,150.389768,125.788431,43.402234,139.687132,169.315284,144.551594,152.0
2583,2583,151.267827,130.187389,43.97878,139.253736,166.019321,135.028053,136.8
2586,2586,151.369183,125.013636,44.397637,139.138097,165.382657,133.495561,122.6
2589,2589,150.038725,132.304013,44.630087,138.470068,166.716138,132.47468,140.0
2592,2592,145.936684,138.049695,45.575394,131.80748,162.258533,140.402082,148.9
2595,2595,149.723502,138.142071,45.741129,139.504605,160.756954,132.588197,133.4
2598,2598,150.850684,126.799413,45.396545,139.351895,155.575839,138.563409,138.3
2601,2601,154.363868,140.677169,45.632816,138.639153,155.478124,129.530154,129.2
2604,2604,156.928424,145.929893,44.993511,135.801327,144.672104,129.270062,108.2
2607,2607,156.187426,140.322517,44.580074,135.061763,148.119722,134.493106,93.1
2610,2610,156.98985,143.960189,46.60818,135.417797,149.341661,131.409412,101.3
2613,2613,158.193466,148.5594,47.147879,133.264504,147.428215,138.199377,115.4
2616,2616,158.970118,145.562428,47.463836,136.68776,139.566823,151.404781,115.9
2619,2619,161.027617,142.767168,46.385198,128.351131,134.344509,130.566403,98.4
2622,2622,158.536539,138.421351,45.259643,135.420714,138.488616,154.085891,85.0
2625,2625,159.644398,137.761897,46.668452,137.265059,137.879411,144.901308,86.7
2628,2628,160.678901,135.396217,46.334117,136.276357,139.6611,127.673943,75.7
2631,2631,155.101451,149.824282,48.913669,131.791384,135.294983,147.808916,95.7
2634,2634,158.978549,147.837672,49.201525,128.346941,140.089242,131.265755,94.3
2637,2637,158.548311,149.365129,49.606542,129.399232,143.67055,130.799176,69.7
2640,2640,158.673666,147.232698,51.187978,131.264381,147.024765,141.840936,70.5
2643,2643,153.890058,162.587293,51.636408,126.473904,143.913546,126.298503,63.3
2646,2646,157.945752,145.01888,51.266425,131.87037,153.424965,142.704038,61.8
2649,2649,155.012969,152.999263,52.048893,127.112964,137.601968,132.153497,52.5
2652,2652,158.85046,140.272522,50.663603,129.168999,147.789091,136.668157,64.8
2655,2655,156.248879,142.851355,51.532248,126.703228,141.906847,132.167998,78.9
2658,2658,162.278998,140.646212,52.302075,132.430339,137.79644,132.778466,67.0
2661,2661,150.830643,149.602018,52.090735,118.739711,147.791114,134.449215,68.2
2664,2664,151.947164,150.331064,52.866677,120.498171,140.967223,128.047175,61.7
2667,2667,152.932226,153.160495,52.75053,120.068386,140.615091,133.430015,48.1
2670,2670,150.518623,153.197965,51.921811,110.556208,143.365446,125.436347,54.2
2673,2673,148.952068,154.08645,52.224652,110.196606,146.439225,132.173185,54.4
2676,2676,149.029963,153.550791,51.833225,111.478147,143.572442,133.856568,54.9
2679,2679,148.561768,151.144992,52.685508,113.691085,151.445373,139.83146,49.9
2682,2682,146.870425,152.370414,55.026087,110.833292,138.618191,138.198167,44.0
2685,2685,146.170908,157.968925,54.464774,111.847899,141.511573,128.221031,39.4
2688,2688,141.558106,152.988655,55.54436,108.976202,139.187277,129.727156,37.8
2691,2691,138.744036,152.599174,56.320214,107.961553,144.558486,132.437998,37.6
2694,2694,140.291129,148.396119,55.946638,107.371456,143.317379,136.930972,34.5
2697,2697,135.398409,151.5058,56.390425,101.386848,159.271737,141.421361,52.5
2700,2700,134.669408,152.97826,58.274978,99.172277,151.601798,137.148736,53.3
2703,2703,133.962953,155.66554,58.758622,96.596235,152.283052,137.742834,39.1
2706,2706,130.672676,150.203232,61.81455,104.438861,147.231053,131.45847,47.3
2709,2709,130.796304,153.67008,62.780501,105.061478,153.473571,138.483123,44.7
2712,2712,131.316824,154.141099,63.709623,102.133527,155.549252,118.587316,49.3
2715,2715,131.477922,152.637977,64.157991,103.821304,157.336037,131.89347,61.0
2718,2718,132.443071,155.977505,64.505793,100.022979,166.616986,105.465529,81.0
2721,2721,130.930149,162.7407,66.004397,101.306171,162.434062,125.948841,78.8
2724,2724,131.18052,155.869153,67.454067,103.991093,159.973955,141.22313,93.6
2727,2727,125.988189,157.669604,69.879896,105.326656,157.476151,124.910317,81.8
2730,2730,122.613045,154.586791,69.364832,109.976576,159.091952,133.999518,73.9
2733,2733,122.785502,154.600173,71.536204,108.252194,152.56574,138.094903,67.7
2736,2736,123.278467,145.419431,74.440921,110.196481,147.993086,139.894977,71.6
2739,2739,119.532648,140.261497,77.560688,116.248789,146.436561,137.348656,99.4
2742,2742,117.492345,137.59144,80.622996,118.571196,144.196047,138.454082,100.3
2745,2745,114.286363,141.432211,82.941306,117.017328,148.080977,136.237794,90.2
2748,2748,115.203279,137.564069,86.794101,122.111671,141.876328,138.719702,87.5
2751,2751,118.152199,132.827,86.617159,124.96692,135.833402,131.990068,88.3
2754,2754,113.578354,131.268212,93.585803,120.503924,138.308654,133.631203,85.3
2757,2757,114.924828,124.351639,91.194094,128.93052,142.83051,124.727852,87.3
2760,2760,117.099543,136.924583,88.69768,126.927937,133.230444,102.401899,98.0
2763,2763,111.875155,131.17138,90.517683,130.325965,140.9669,123.632257,115.3
2766,2766,112.653798,132.780075,92.352526,130.211624,139.039092,100.546072,121.1
2769,2769,110.36229,124.247186,95.894026,131.219507,140.948872,127.437854,111.8
2772,2772,110.740906,125.276192,97.789924,128.875231,133.306423,119.924451,89.8
2775,2775,109.619918,125.702599,105.271826,131.273342,131.006819,120.989947,82.6
2778,2778,111.182584,124.710985,105.227594,135.224242,135.000484,124.873616,66.7
2781,2781,104.786068,121.043348,109.777554,131.017509,135.685381,119.608942,65.2
2784,2784,101.696928,131.423697,103.452507,139.960183,137.148592,121.864263,63.8
2787,2787,102.330134,118.658248,109.560947,134.233157,139.985139,131.893989,62.6
2790,2790,110.303932,125.021957,106.215474,140.195632,138.725225,128.619696,60.4
2793,2793,113.465579,128.034017,107.376311,139.733834,136.470117,126.689549,59.1
2796,2796,110.408519,121.660144,117.321268,141.024294,139.134494,128.628334,72.7
2799,2799,109.535608,123.778717,107.722895,127.430513,133.676112,123.694094,76.3
2802,2802,114.930604,125.115841,108.975566,129.615093,130.678822,116.615906,74.9
2805,2805,116.475236,125.147698,109.500653,137.847275,118.892887,108.776628,104.9
2808,2808,117.000449,125.32144,107.146423,137.568897,121.700617,108.291709,112.1
2811,2811,116.469097,130.3576,107.015469,137.898716,118.820798,105.630249,100.0
2814,2814,112.579623,123.363577,112.249293,134.904719,117.296344,103.913165,82.4
2817,2817,110.555621,121.197638,113.459135,138.169947,128.927637,113.073659,91.5
2820,2820,102.254884,118.213939,113.079676,137.432906,127.688276,130.103852,98.4
2823,2823,109.133129,123.61973,113.394857,140.063103,122.102983,127.569376,101.9
2826,2826,102.392998,110.028757,122.63796,135.53022,133.482548,141.803373,112.7
2829,2829,106.660455,114.003073,120.423124,138.729699,126.947069,151.66956,125.4
2832,2832,116.61683,122.391244,120.199414,141.982323,118.438507,149.782061,96.9
2835,2835,109.667168,114.733158,127.943481,143.79361,129.751832,150.206675,83.3
2838,2838,117.413181,122.289666,126.676777,143.602407,136.550086,147.271098,82.9
2841,2841,121.01783,118.652808,131.88479,141.860124,125.969373,154.168727,86.4
2844,2844,119.424208,123.743937,129.940023,140.924428,125.143303,147.213869,83.5
2847,2847,113.007698,112.614694,135.918748,142.759223,126.488371,148.268287,90.0
2850,2850,120.269355,111.678815,135.267344,141.022774,128.846291,143.800914,106.3
2853,2853,112.261674,119.586491,131.690179,140.347627,124.531278,145.49092,109.6
2856,2856,108.16637,116.933325,132.489756,139.430697,128.061791,146.719292,107.2
2859,2859,115.170587,118.357916,134.636993,138.730489,121.251714,140.286529,92.8
2862,2862,111.037831,114.53363,137.030989,140.48208,122.918292,139.995786,84.3
2865,2865,116.258254,119.597528,137.863387,140.89995,128.217865,141.998242,110.5
2868,2868,118.503038,122.429125,135.973745,140.510271,120.280711,143.002321,124.2
2871,2871,115.484963,114.595258,139.002535,140.564895,131.383085,136.068391,108.2
2874,2874,120.241925,120.238738,137.584235,140.640389,130.930092,131.942078,96.8
2877,2877,107.909398,119.860599,137.554412,134.261595,139.741784,145.035656,89.3
2880,2880,114.199219,123.485406,138.737537,137.784706,133.660895,139.423559,80.3
2883,2883,115.815242,117.587221,140.812962,139.462719,140.465467,140.012555,74.3
2886,2886,117.197306,113.817425,139.106001,136.363272,129.340504,140.154563,61.7
2889,2889,117.155749,121.558295,138.933674,137.832569,130.175851,144.290593,79.8
2892,2892,119.448349,116.119514,140.504019,137.51641,126.624595,143.145881,74.7
2895,2895,115.401828,111.460565,142.408028,140.392487,134.753083,140.469171,66.6
2898,2898,113.46275,113.923779,139.634171,140.034964,127.758941,143.410353,52.5
2901,2901,118.058416,114.159872,134.041902,139.631328,130.99733,147.200365,37.3
2904,2904,119.549056,127.910035,128.787633,140.873263,129.550153,130.095314,36.0
2907,2907,122.884033,122.793174,122.430358,141.239101,133.357712,128.806579,39.4
2910,2910,119.086345,123.532214,120.195612,141.153534,126.438738,125.283217,58.5
2913,2913,119.280436,124.988929,124.07234,141.096664,122.85177,116.970441,57.7
2916,2916,127.574914,123.440968,116.413367,141.562206,131.007613,118.465398,53.7
2919,2919,117.283304,124.335531,110.267597,141.567677,122.062696,109.747125,46.8
2922,2922,122.122412,128.178772,100.6626,140.617625,122.407509,108.506503,46.2
2925,2925,122.078763,130.043234,94.025147,138.833917,121.744287,104.660356,33.8
2928,2928,120.571262,115.960989,96.73505,131.292727,119.958911,105.309714,29.1
2931,2931,118.252742,122.682255,94.168905,133.974035,135.878889,120.724229,33.3
2934,2934,118.69524,123.279015,94.910709,134.39724,134.087074,118.962484,35.3
2937,2937,105.453485,97.49486,95.302572,136.11381,130.649883,112.536633,45.8
2940,2940,126.326356,130.426223,88.194493,133.653416,133.807419,120.383715,61.7
2943,2943,107.397877,102.371874,90.209122,135.483833,132.33957,117.71919,47.7
2946,2946,115.322901,106.023337,84.211244,133.491553,137.247828,118.747946,53.9
2949,2949,116.263823,114.698528,85.377249,133.125562,144.539477,124.318435,41.2
2952,2952,109.450484,104.719603,82.559123,131.731514,142.590327,120.523313,34.9
2955,2955,126.230835,116.302704,76.9053,123.076283,146.239779,131.86503,28.0
2958,2958,137.6566,129.440592,71.114872,113.484474,142.838,137.410212,28.6
2961,2961,141.943903,144.360662,66.673439,110.967855,140.289181,118.891915,37.8
2964,2964,138.098119,138.812348,62.733787,107.601292,137.401067,132.994064,57.7
2967,2967,137.21782,132.118485,65.693065,119.210515,146.051852,138.967581,63.8
2970,2970,146.214736,127.626925,59.257574,117.862524,126.76486,86.186404,52.2
2973,2973,149.406279,129.811753,61.332041,117.010783,137.317136,127.65565,46.1
2976,2976,146.448726,136.133587,63.068886,114.118843,128.022821,123.42743,39.0
2979,2979,154.360328,130.267861,60.153513,123.683123,136.782097,137.84041,46.0
2982,2982,140.281792,123.546496,63.740312,125.898843,139.444679,133.218148,31.1
2985,2985,142.054639,122.10618,65.238918,117.951877,139.108133,131.212233,43.8
2988,2988,145.575875,130.160566,63.132744,118.034146,132.5499,127.73544,74.3
2991,2991,145.895431,144.898794,61.245043,112.495773,145.417908,134.021694,85.2
2994,2994,149.816439,132.121088,58.693686,118.786273,139.63332,127.509467,76.7
2997,2997,153.516565,138.17244,58.578382,118.447441,128.979886,120.048265,68.8
3000,3000,145.364638,131.923426,63.219156,128.534806,141.469137,135.819925,67.7
3003,3003,149.606141,132.907295,62.533005,125.584112,135.794581,129.141656,67.6
3006,3006,149.049719,135.293413,56.945186,121.43113,143.273102,128.425186,63.6
3009,3009,156.917792,130.791344,53.401697,121.142825,135.808144,131.842173,55.4
3012,3012,153.628412,125.337698,56.375391,122.636847,138.011791,119.63408,52.8
3015,3015,153.549762,133.473377,56.240818,122.959984,134.671832,122.509937,83.5
3018,3018,154.835632,139.633632,55.982595,118.213554,132.019471,123.904732,85.5
3021,3021,161.073556,141.390884,53.916833,124.079896,145.003427,130.07848,81.2
3024,3024,160.821938,142.224072,54.105498,128.918973,145.009795,122.077473,66.6
3027,3027,161.387664,153.032804,55.288544,133.447096,152.123526,122.93278,42.2
3030,3030,162.56389,147.221737,53.759566,133.148673,146.723165,113.790798,36.2
3033,3033,161.870941,149.183452,53.423308,135.437194,149.421854,119.946608,41.1
3036,3036,162.064011,152.603151,52.792129,135.161703,148.62944,114.909713,38.6
3039,3039,161.742096,148.840934,53.35536,135.575704,147.573129,116.260979,77.5
3042,3042,159.425507,157.476196,54.790372,135.44416,149.91071,115.951896,108.9
3045,3045,161.589726,149.162518,52.683695,136.68425,148.666042,120.700577,100.5
3048,3048,164.107062,152.408668,52.787619,137.358653,145.546614,119.282881,77.7
3051,3051,164.041579,152.906992,53.396053,136.644764,145.150658,123.534878,68.1
3054,3054,162.736345,142.700762,52.243293,137.950269,142.20789,115.079716,69.9
3057,3057,160.794543,138.131657,53.019439,137.667995,137.596147,121.382566,76.6
3060,3060,160.158913,147.103898,51.805638,139.503341,140.667326,116.682242,105.9
3063,3063,157.720671,139.312856,50.822341,138.57599,141.625273,120.21007,135.2
3066,3066,156.131714,134.458119,50.293135,137.797264,137.007329,116.104151,137.0
3069,3069,157.847195,133.505043,52.130627,140.993184,131.673281,109.467802,123.1
3072,3072,156.992922,138.414494,47.965799,139.044055,129.666619,105.435295,123.9
3075,3075,156.330632,129.045928,44.542704,134.28348,124.91205,107.197933,129.8
3078,3078,150.776812,126.003538,42.513314,134.379977,122.667588,100.760495,127.5
3081,3081,149.76465,123.604512,41.43495,135.148731,128.765467,105.124743,129.6
3084,3084,147.616201,133.891769,41.10548,143.937763,138.678796,115.411076,161.5
3087,3087,146.325187,132.81542,40.200783,143.234891,139.645094,113.658675,195.2
3090,3090,148.577155,130.259028,37.679382,140.313932,132.592303,114.372787,204.8
3093,3093,141.800651,136.581404,37.097492,144.256775,134.170028,112.672788,203.9
3096,3096,140.687118,138.905955,35.362925,145.173485,130.832856,109.835803,177.0
3099,3099,140.635505,137.738246,35.493503,146.242984,130.876928,107.208277,180.1
3102,3102,136.776097,141.730792,34.48562,145.644596,127.824402,105.74479,179.2
3105,3105,131.242548,134.561493,35.159981,134.599419,130.957268,109.727597,200.7
3108,3108,133.852641,140.240379,33.330085,140.011358,120.202836,98.708953,215.3
3111,3111,132.299444,149.359086,33.124246,140.020911,125.760205,104.05425,200.5
3114,3114,133.347396,143.291017,32.787087,138.279696,132.6484,111.066512,196.8
3117,3117,133.605289,148.24722,32.793175,140.253652,127.140082,101.483968,196.5
3120,3120,138.1335,147.095032,32.915635,143.492782,135.090515,103.395709,179.5
3123,3123,120.570661,140.356606,32.114067,138.87765,126.815702,105.435081,171.6
3126,3126,126.088815,133.218565,31.100632,138.189561,135.607075,110.57941,169.9
3129,3129,121.639947,135.472377,30.664426,138.289555,138.58204,111.692938,195.3
3132,3132,120.407655,138.823873,28.668272,136.994533,133.492006,111.426157,192.9
3135,3135,120.35594,146.231947,28.817807,135.395853,133.360748,110.930553,187.9
3138,3138,124.048096,138.178641,28.797665,136.359636,134.324126,111.812624,169.8
3141,3141,123.300138,148.477486,28.868191,137.206181,134.097432,104.368666,157.9
3144,3144,119.673636,142.67981,28.579249,131.499745,129.096214,104.941658,153.6
3147,3147,112.188606,138.805445,29.213785,116.037334,129.489822,105.627735,156.3
3150,3150,116.29655,131.461088,27.330339,133.201678,130.599287,103.485192,165.3
3153,3153,116.966791,126.664227,29.047072,125.886054,130.184227,102.983729,166.0
3156,3156,104.335757,121.157146,29.364049,118.660214,126.353113,103.858734,172.2
3159,3159,113.049468,123.103847,26.9934,126.385973,124.674794,99.536036,163.0
3162,3162,119.460038,126.58881,25.309732,132.178796,127.658856,101.330488,151.0
3165,3165,114.450504,123.40794,22.890732,142.787041,132.887127,103.133953,133.0
3168,3168,117.979562,130.263973,22.603648,138.194343,128.621463,101.494209,154.9
3171,3171,117.895874,121.83031,22.905433,136.206944,128.510606,101.098645,156.0
3174,3174,109.447433,132.558664,21.085781,144.274213,123.825372,96.940575,158.0
3177,3177,107.477147,126.358781,20.33747,146.272212,122.782192,96.35234,148.7
